rec_id,sub_id,filename,eye1_x,eye1_y,eye2_x,eye2_y,nose_x,nose_y,mouth_x,mouth_y
nd1R07922,nd1S04366,nd1/Fall2002/2002-283/04366d18.JPG,440.0,739.0,609.0,726.0,531.0,831.0,533.0,925.0
nd1R07923,nd1S04366,nd1/Fall2002/2002-283/04366d19.JPG,469.0,738.0,647.0,719.0,568.0,826.0,571.0,924.0
nd1R07926,nd1S04366,nd1/Fall2002/2002-283/04366d22.JPG,812.0,718.0,918.0,714.0,861.0,782.0,860.0,833.0
nd1R07927,nd1S04366,nd1/Fall2002/2002-283/04366d23.JPG,804.0,723.0,911.0,720.0,852.0,785.0,855.0,841.0
nd1R10192,nd1S04366,nd1/Fall2002/2002-304/04366d26.JPG,413.0,734.0,599.0,720.0,511.0,832.0,514.0,932.0
nd1R10193,nd1S04366,nd1/Fall2002/2002-304/04366d27.JPG,372.0,747.0,564.0,733.0,468.0,848.0,471.0,948.0
nd1R10194,nd1S04366,nd1/Fall2002/2002-304/04366d28.JPG,803.0,638.0,895.0,632.0,851.0,689.0,850.0,743.0
nd1R10195,nd1S04366,nd1/Fall2002/2002-304/04366d29.JPG,805.0,639.0,910.0,636.0,856.0,695.0,858.0,746.0
nd1R12744,nd1S04366,nd1/Fall2002/2002-318/04366d30.JPG,775.0,1092.0,1010.0,1067.0,908.0,1216.0,916.0,1340.0
nd1R12745,nd1S04366,nd1/Fall2002/2002-318/04366d31.JPG,799.0,1094.0,1037.0,1071.0,939.0,1219.0,938.0,1343.0
nd1R12748,nd1S04366,nd1/Fall2002/2002-318/04366d34.JPG,813.0,742.0,910.0,734.0,864.0,789.0,868.0,845.0
nd1R12749,nd1S04366,nd1/Fall2002/2002-318/04366d35.JPG,805.0,747.0,899.0,737.0,850.0,797.0,857.0,848.0
nd1R14083,nd1S04366,nd1/Fall2002/2002-325/04366d38.JPG,817.0,552.0,1070.0,540.0,947.0,683.0,947.0,818.0
nd1R14084,nd1S04366,nd1/Fall2002/2002-325/04366d39.JPG,808.0,593.0,1054.0,571.0,937.0,732.0,944.0,854.0
nd1R14085,nd1S04366,nd1/Fall2002/2002-325/04366d40.JPG,787.0,607.0,879.0,603.0,834.0,655.0,835.0,705.0
nd1R14086,nd1S04366,nd1/Fall2002/2002-325/04366d41.JPG,788.0,614.0,883.0,610.0,832.0,668.0,834.0,714.0
nd1R15213,nd1S04366,nd1/Fall2002/2002-346/04366d46.JPG,808.0,594.0,896.0,585.0,855.0,641.0,856.0,685.0
nd1R15210,nd1S04366,nd1/Fall2002/2002-346/04366d43.JPG,837.0,818.0,1081.0,796.0,967.0,947.0,972.0,1076.0
nd1R15209,nd1S04366,nd1/Fall2002/2002-346/04366d42.JPG,822.0,829.0,1070.0,810.0,957.0,957.0,956.0,1091.0
nd1R15214,nd1S04366,nd1/Fall2002/2002-346/04366d47.JPG,808.0,597.0,895.0,591.0,851.0,645.0,855.0,691.0
nd1R16089,nd1S04366,nd1/Spring2003/04366d50.jpg,821.0,1125.0,1062.0,1104.0,951.0,1246.0,953.0,1383.0
nd1R16088,nd1S04366,nd1/Spring2003/04366d49.jpg,1033.0,841.0,1149.0,834.0,1092.0,903.0,1093.0,965.0
nd1R16090,nd1S04366,nd1/Spring2003/04366d51.jpg,807.0,1137.0,1047.0,1114.0,932.0,1258.0,938.0,1397.0
nd1R16087,nd1S04366,nd1/Spring2003/04366d48.jpg,1026.0,836.0,1139.0,829.0,1082.0,898.0,1084.0,959.0
nd1R18727,nd1S04366,nd1/Spring2003/04366d59.jpg,827.0,1226.0,1121.0,1200.0,979.0,1393.0,986.0,1529.0
nd1R18722,nd1S04366,nd1/Spring2003/04366d54.jpg,1308.0,963.0,1415.0,953.0,1364.0,1027.0,1363.0,1081.0
nd1R18723,nd1S04366,nd1/Spring2003/04366d55.jpg,1330.0,966.0,1431.0,960.0,1383.0,1030.0,1382.0,1079.0
nd1R18726,nd1S04366,nd1/Spring2003/04366d58.jpg,857.0,1226.0,1140.0,1199.0,1008.0,1392.0,1011.0,1531.0
nd1R20044,nd1S04366,nd1/Spring2003/04366d61.jpg,916.0,712.0,1024.0,707.0,968.0,773.0,971.0,831.0
nd1R20046,nd1S04366,nd1/Spring2003/04366d63.jpg,839.0,1043.0,1119.0,1018.0,977.0,1193.0,988.0,1344.0
nd1R20045,nd1S04366,nd1/Spring2003/04366d62.jpg,913.0,716.0,1025.0,709.0,969.0,772.0,972.0,832.0
nd1R20047,nd1S04366,nd1/Spring2003/04366d64.jpg,828.0,1084.0,1117.0,1056.0,972.0,1241.0,991.0,1384.0
nd1R05219,nd1S04367,nd1/Fall2002/2002-262/04367d00.JPG,540.0,513.0,700.0,515.0,616.0,596.0,618.0,691.0
nd1R05220,nd1S04367,nd1/Fall2002/2002-262/04367d01.JPG,557.0,529.0,713.0,529.0,632.0,617.0,637.0,711.0
nd1R05223,nd1S04367,nd1/Fall2002/2002-262/04367d04.JPG,709.0,558.0,775.0,550.0,755.0,581.0,758.0,628.0
nd1R05224,nd1S04367,nd1/Fall2002/2002-262/04367d05.JPG,659.0,552.0,733.0,555.0,696.0,595.0,692.0,634.0
nd1R07930,nd1S04367,nd1/Fall2002/2002-283/04367d14.JPG,459.0,865.0,623.0,874.0,546.0,959.0,539.0,1051.0
nd1R07931,nd1S04367,nd1/Fall2002/2002-283/04367d15.JPG,455.0,856.0,615.0,869.0,534.0,946.0,521.0,1041.0
nd1R07932,nd1S04367,nd1/Fall2002/2002-283/04367d16.JPG,714.0,717.0,813.0,727.0,757.0,774.0,751.0,827.0
nd1R07933,nd1S04367,nd1/Fall2002/2002-283/04367d17.JPG,706.0,713.0,800.0,722.0,745.0,773.0,739.0,827.0
nd1R09106,nd1S04367,nd1/Fall2002/2002-290/04367d18.JPG,526.0,875.0,696.0,882.0,619.0,974.0,609.0,1067.0
nd1R09107,nd1S04367,nd1/Fall2002/2002-290/04367d19.JPG,528.0,863.0,697.0,875.0,622.0,962.0,604.0,1063.0
nd1R09110,nd1S04367,nd1/Fall2002/2002-290/04367d22.JPG,669.0,779.0,758.0,782.0,710.0,828.0,707.0,878.0
nd1R09111,nd1S04367,nd1/Fall2002/2002-290/04367d23.JPG,657.0,786.0,749.0,790.0,699.0,837.0,700.0,886.0
nd1R10198,nd1S04367,nd1/Fall2002/2002-304/04367d26.JPG,537.0,671.0,711.0,682.0,631.0,777.0,619.0,867.0
nd1R10199,nd1S04367,nd1/Fall2002/2002-304/04367d27.JPG,538.0,646.0,715.0,664.0,622.0,756.0,604.0,854.0
nd1R10200,nd1S04367,nd1/Fall2002/2002-304/04367d28.JPG,712.0,675.0,805.0,684.0,758.0,728.0,757.0,779.0
nd1R10201,nd1S04367,nd1/Fall2002/2002-304/04367d29.JPG,741.0,668.0,830.0,675.0,781.0,715.0,775.0,770.0
nd1R11442,nd1S04367,nd1/Fall2002/2002-311/04367d30.JPG,875.0,1048.0,1107.0,1056.0,1001.0,1184.0,994.0,1315.0
nd1R11443,nd1S04367,nd1/Fall2002/2002-311/04367d31.JPG,879.0,1049.0,1110.0,1056.0,1001.0,1180.0,986.0,1321.0
nd1R11446,nd1S04367,nd1/Fall2002/2002-311/04367d34.JPG,737.0,462.0,823.0,469.0,774.0,512.0,768.0,561.0
nd1R11447,nd1S04367,nd1/Fall2002/2002-311/04367d35.JPG,731.0,457.0,818.0,462.0,772.0,509.0,767.0,550.0
nd1R12752,nd1S04367,nd1/Fall2002/2002-318/04367d38.JPG,873.0,834.0,1112.0,839.0,1000.0,951.0,998.0,1091.0
nd1R12753,nd1S04367,nd1/Fall2002/2002-318/04367d39.JPG,885.0,836.0,1119.0,841.0,1012.0,958.0,1006.0,1098.0
nd1R12754,nd1S04367,nd1/Fall2002/2002-318/04367d40.JPG,774.0,562.0,860.0,562.0,815.0,611.0,815.0,658.0
nd1R12755,nd1S04367,nd1/Fall2002/2002-318/04367d41.JPG,801.0,548.0,890.0,553.0,839.0,589.0,837.0,637.0
nd1R14087,nd1S04367,nd1/Fall2002/2002-325/04367d42.JPG,750.0,797.0,978.0,816.0,856.0,932.0,845.0,1051.0
nd1R14088,nd1S04367,nd1/Fall2002/2002-325/04367d43.JPG,760.0,799.0,984.0,818.0,862.0,942.0,852.0,1060.0
nd1R14091,nd1S04367,nd1/Fall2002/2002-325/04367d46.JPG,731.0,613.0,814.0,619.0,769.0,658.0,766.0,703.0
nd1R14092,nd1S04367,nd1/Fall2002/2002-325/04367d47.JPG,715.0,615.0,798.0,621.0,751.0,664.0,749.0,709.0
nd1R15219,nd1S04367,nd1/Fall2002/2002-346/04367d52.JPG,771.0,506.0,852.0,514.0,810.0,551.0,806.0,600.0
nd1R15218,nd1S04367,nd1/Fall2002/2002-346/04367d51.JPG,742.0,991.0,964.0,1003.0,843.0,1121.0,835.0,1250.0
nd1R15217,nd1S04367,nd1/Fall2002/2002-346/04367d50.JPG,727.0,990.0,945.0,990.0,851.0,1113.0,842.0,1256.0
nd1R15220,nd1S04367,nd1/Fall2002/2002-346/04367d53.JPG,763.0,510.0,844.0,521.0,805.0,559.0,796.0,608.0
nd1R19940,nd1S04367,nd1/Spring2003/04367d55.jpg,909.0,791.0,1002.0,806.0,959.0,854.0,947.0,901.0
nd1R19944,nd1S04367,nd1/Spring2003/04367d59.jpg,843.0,1236.0,1077.0,1253.0,947.0,1379.0,936.0,1513.0
nd1R19943,nd1S04367,nd1/Spring2003/04367d58.jpg,820.0,1261.0,1056.0,1276.0,923.0,1408.0,923.0,1545.0
nd1R19939,nd1S04367,nd1/Spring2003/04367d54.jpg,840.0,793.0,933.0,800.0,891.0,850.0,887.0,901.0
nd1R22641,nd1S04367,nd1/Spring2003/04367d61.jpg,945.0,582.0,1062.0,587.0,1001.0,655.0,1001.0,723.0
nd1R22644,nd1S04367,nd1/Spring2003/04367d64.jpg,901.0,780.0,1133.0,799.0,1010.0,917.0,994.0,1053.0
nd1R22642,nd1S04367,nd1/Spring2003/04367d62.jpg,962.0,578.0,1079.0,584.0,1017.0,648.0,1014.0,712.0
nd1R22643,nd1S04367,nd1/Spring2003/04367d63.jpg,887.0,794.0,1120.0,815.0,995.0,935.0,977.0,1082.0
nd1R05225,nd1S04368,nd1/Fall2002/2002-262/04368d00.JPG,616.0,757.0,825.0,772.0,721.0,899.0,695.0,1004.0
nd1R05226,nd1S04368,nd1/Fall2002/2002-262/04368d01.JPG,426.0,776.0,632.0,761.0,538.0,900.0,536.0,1016.0
nd1R05229,nd1S04368,nd1/Fall2002/2002-262/04368d04.JPG,732.0,503.0,813.0,504.0,772.0,549.0,764.0,594.0
nd1R05230,nd1S04368,nd1/Fall2002/2002-262/04368d05.JPG,722.0,502.0,800.0,511.0,756.0,555.0,751.0,602.0
nd1R09516,nd1S04368,nd1/Fall2002/2002-302/04368d24.JPG,649.0,634.0,855.0,640.0,755.0,765.0,744.0,893.0
nd1R09517,nd1S04368,nd1/Fall2002/2002-302/04368d25.JPG,612.0,610.0,821.0,606.0,729.0,720.0,729.0,859.0
nd1R09518,nd1S04368,nd1/Fall2002/2002-302/04368d26.JPG,661.0,795.0,754.0,796.0,708.0,848.0,713.0,895.0
nd1R09519,nd1S04368,nd1/Fall2002/2002-302/04368d27.JPG,702.0,718.0,790.0,716.0,749.0,764.0,746.0,813.0
nd1R10706,nd1S04368,nd1/Fall2002/2002-309/04368d28.JPG,619.0,719.0,746.0,722.0,685.0,809.0,680.0,873.0
nd1R10707,nd1S04368,nd1/Fall2002/2002-309/04368d29.JPG,647.0,694.0,778.0,695.0,717.0,781.0,708.0,852.0
nd1R10710,nd1S04368,nd1/Fall2002/2002-309/04368d32.JPG,833.0,452.0,933.0,456.0,871.0,509.0,871.0,565.0
nd1R10711,nd1S04368,nd1/Fall2002/2002-309/04368d33.JPG,904.0,466.0,1008.0,477.0,950.0,533.0,946.0,588.0
nd1R12338,nd1S04368,nd1/Fall2002/2002-317/04368d36.JPG,566.0,817.0,846.0,819.0,722.0,985.0,718.0,1151.0
nd1R12339,nd1S04368,nd1/Fall2002/2002-317/04368d37.JPG,648.0,835.0,928.0,836.0,801.0,1023.0,801.0,1170.0
nd1R12340,nd1S04368,nd1/Fall2002/2002-317/04368d38.JPG,748.0,594.0,846.0,596.0,801.0,657.0,799.0,710.0
nd1R12341,nd1S04368,nd1/Fall2002/2002-317/04368d39.JPG,742.0,601.0,842.0,600.0,793.0,663.0,797.0,716.0
nd1R13236,nd1S04368,nd1/Fall2002/2002-323/04368d40.JPG,779.0,888.0,1073.0,879.0,940.0,1059.0,939.0,1233.0
nd1R13237,nd1S04368,nd1/Fall2002/2002-323/04368d41.JPG,780.0,908.0,1082.0,895.0,950.0,1093.0,945.0,1248.0
nd1R13240,nd1S04368,nd1/Fall2002/2002-323/04368d44.JPG,603.0,637.0,697.0,628.0,657.0,685.0,658.0,737.0
nd1R13241,nd1S04368,nd1/Fall2002/2002-323/04368d45.JPG,562.0,653.0,653.0,643.0,612.0,708.0,618.0,754.0
nd1R17214,nd1S04368,nd1/Spring2003/04368d48.jpg,712.0,1230.0,1024.0,1235.0,880.0,1446.0,865.0,1611.0
nd1R17213,nd1S04368,nd1/Spring2003/04368d47.jpg,666.0,975.0,795.0,968.0,731.0,1047.0,730.0,1120.0
nd1R17215,nd1S04368,nd1/Spring2003/04368d49.jpg,608.0,1233.0,930.0,1220.0,784.0,1463.0,772.0,1600.0
nd1R17212,nd1S04368,nd1/Spring2003/04368d46.jpg,696.0,1007.0,832.0,992.0,774.0,1078.0,774.0,1151.0
nd1R17628,nd1S04368,nd1/Spring2003/04368d57.jpg,733.0,1029.0,1052.0,1027.0,894.0,1233.0,892.0,1403.0
nd1R17629,nd1S04368,nd1/Spring2003/04368d58.jpg,734.0,1117.0,1058.0,1104.0,913.0,1340.0,912.0,1496.0
nd1R17624,nd1S04368,nd1/Spring2003/04368d53.jpg,1111.0,999.0,1256.0,991.0,1195.0,1081.0,1195.0,1163.0
nd1R17625,nd1S04368,nd1/Spring2003/04368d54.jpg,1092.0,1020.0,1239.0,1019.0,1167.0,1113.0,1165.0,1192.0
nd1R19526,nd1S04368,nd1/Spring2003/04368d60.jpg,645.0,1157.0,795.0,1158.0,723.0,1260.0,726.0,1331.0
nd1R19528,nd1S04368,nd1/Spring2003/04368d62.jpg,659.0,1369.0,972.0,1380.0,810.0,1605.0,809.0,1763.0
nd1R19527,nd1S04368,nd1/Spring2003/04368d61.jpg,639.0,1143.0,789.0,1139.0,715.0,1241.0,718.0,1318.0
nd1R19529,nd1S04368,nd1/Spring2003/04368d63.jpg,627.0,1417.0,946.0,1424.0,780.0,1654.0,788.0,1808.0
nd1R20443,nd1S04368,nd1/Spring2003/04368d67.jpg,1208.0,975.0,1311.0,982.0,1255.0,1035.0,1253.0,1089.0
nd1R20448,nd1S04368,nd1/Spring2003/04368d72.jpg,724.0,891.0,1040.0,895.0,882.0,1099.0,875.0,1265.0
nd1R20447,nd1S04368,nd1/Spring2003/04368d71.jpg,744.0,822.0,1064.0,811.0,915.0,1005.0,915.0,1194.0
nd1R20444,nd1S04368,nd1/Spring2003/04368d68.jpg,1167.0,961.0,1259.0,965.0,1212.0,1010.0,1210.0,1065.0
nd1R21741,nd1S04368,nd1/Spring2003/04368d77.jpg,704.0,878.0,1000.0,870.0,859.0,1058.0,864.0,1210.0
nd1R21740,nd1S04368,nd1/Spring2003/04368d76.jpg,720.0,809.0,1012.0,802.0,869.0,967.0,867.0,1123.0
nd1R21738,nd1S04368,nd1/Spring2003/04368d74.jpg,1121.0,909.0,1280.0,922.0,1193.0,1009.0,1179.0,1087.0
nd1R21739,nd1S04368,nd1/Spring2003/04368d75.jpg,1082.0,909.0,1241.0,912.0,1156.0,999.0,1153.0,1085.0
nd1R22782,nd1S04368,nd1/Spring2003/04368d85.jpg,689.0,911.0,994.0,906.0,856.0,1120.0,856.0,1276.0
nd1R22783,nd1S04368,nd1/Spring2003/04368d86.jpg,718.0,911.0,1018.0,912.0,872.0,1124.0,878.0,1268.0
nd1R22779,nd1S04368,nd1/Spring2003/04368d82.jpg,1184.0,876.0,1348.0,883.0,1261.0,958.0,1259.0,1048.0
nd1R22778,nd1S04368,nd1/Spring2003/04368d81.jpg,1190.0,897.0,1349.0,909.0,1267.0,985.0,1259.0,1077.0
nd1R24056,nd1S04368,nd1/Spring2003/04368d87.jpg,675.0,1016.0,891.0,1026.0,790.0,1109.0,789.0,1210.0
nd1R24057,nd1S04368,nd1/Spring2003/04368d88.jpg,625.0,988.0,835.0,997.0,732.0,1082.0,731.0,1181.0
nd1R24058,nd1S04368,nd1/Spring2003/04368d89.jpg,608.0,1069.0,924.0,1064.0,782.0,1269.0,775.0,1438.0
nd1R24059,nd1S04368,nd1/Spring2003/04368d90.jpg,651.0,1076.0,969.0,1068.0,830.0,1282.0,830.0,1441.0
nd1R25202,nd1S04368,nd1/Spring2003/04368d94.jpg,1091.0,1060.0,1245.0,1074.0,1158.0,1154.0,1150.0,1252.0
nd1R25205,nd1S04368,nd1/Spring2003/04368d97.jpg,811.0,1022.0,1110.0,1013.0,957.0,1203.0,959.0,1376.0
nd1R25201,nd1S04368,nd1/Spring2003/04368d93.jpg,1053.0,1071.0,1209.0,1079.0,1130.0,1158.0,1121.0,1249.0
nd1R25206,nd1S04368,nd1/Spring2003/04368d98.jpg,830.0,1020.0,1137.0,1014.0,986.0,1212.0,978.0,1368.0
nd1R26805,nd1S04368,nd1/Spring2003/04368d102.jpg,559.0,1250.0,865.0,1236.0,719.0,1416.0,727.0,1589.0
nd1R26803,nd1S04368,nd1/Spring2003/04368d100.jpg,1023.0,1130.0,1195.0,1121.0,1122.0,1221.0,1121.0,1312.0
nd1R26804,nd1S04368,nd1/Spring2003/04368d101.jpg,580.0,1182.0,876.0,1172.0,724.0,1315.0,726.0,1499.0
nd1R26802,nd1S04368,nd1/Spring2003/04368d99.jpg,1046.0,1125.0,1212.0,1116.0,1142.0,1226.0,1143.0,1312.0
nd1R27616,nd1S04368,nd1/Spring2003/04368d110.jpg,777.0,1019.0,1086.0,1015.0,958.0,1193.0,945.0,1366.0
nd1R27615,nd1S04368,nd1/Spring2003/04368d109.jpg,838.0,1041.0,1149.0,1044.0,1013.0,1238.0,994.0,1421.0
nd1R27612,nd1S04368,nd1/Spring2003/04368d106.jpg,1124.0,1132.0,1284.0,1143.0,1202.0,1224.0,1194.0,1316.0
nd1R27611,nd1S04368,nd1/Spring2003/04368d105.jpg,1044.0,1160.0,1200.0,1161.0,1124.0,1248.0,1126.0,1344.0
nd1R29286,nd1S04368,nd1/Spring2003/04368d114.jpg,845.0,1004.0,1176.0,1007.0,1014.0,1198.0,1013.0,1375.0
nd1R29285,nd1S04368,nd1/Spring2003/04368d113.jpg,819.0,1101.0,1142.0,1108.0,974.0,1321.0,970.0,1512.0
nd1R29284,nd1S04368,nd1/Spring2003/04368d112.jpg,763.0,1029.0,951.0,1026.0,857.0,1133.0,852.0,1236.0
nd1R29283,nd1S04368,nd1/Spring2003/04368d111.jpg,707.0,1061.0,881.0,1058.0,793.0,1174.0,795.0,1282.0
nd1R08336,nd1S04369,nd1/Fall2002/2002-288/04369d00.JPG,530.0,678.0,714.0,661.0,648.0,751.0,646.0,879.0
nd1R08337,nd1S04369,nd1/Fall2002/2002-288/04369d01.JPG,532.0,680.0,714.0,661.0,643.0,757.0,649.0,876.0
nd1R08340,nd1S04369,nd1/Fall2002/2002-288/04369d04.JPG,761.0,213.0,848.0,209.0,803.0,258.0,807.0,312.0
nd1R08341,nd1S04369,nd1/Fall2002/2002-288/04369d05.JPG,739.0,210.0,827.0,206.0,781.0,249.0,784.0,304.0
nd1R10714,nd1S04369,nd1/Fall2002/2002-309/04369d14.JPG,674.0,813.0,881.0,797.0,794.0,902.0,795.0,1040.0
nd1R10715,nd1S04369,nd1/Fall2002/2002-309/04369d15.JPG,666.0,818.0,873.0,799.0,792.0,910.0,795.0,1041.0
nd1R10716,nd1S04369,nd1/Fall2002/2002-309/04369d16.JPG,797.0,326.0,889.0,321.0,843.0,370.0,844.0,428.0
nd1R10717,nd1S04369,nd1/Fall2002/2002-309/04369d17.JPG,789.0,333.0,886.0,325.0,839.0,375.0,839.0,434.0
nd1R13649,nd1S04369,nd1/Fall2002/2002-324/04369d24.JPG,692.0,948.0,950.0,912.0,829.0,1041.0,844.0,1216.0
nd1R13650,nd1S04369,nd1/Fall2002/2002-324/04369d25.JPG,690.0,941.0,949.0,908.0,837.0,1049.0,850.0,1213.0
nd1R13653,nd1S04369,nd1/Fall2002/2002-324/04369d28.JPG,1040.0,298.0,1157.0,283.0,1106.0,345.0,1106.0,422.0
nd1R13654,nd1S04369,nd1/Fall2002/2002-324/04369d29.JPG,1041.0,301.0,1156.0,287.0,1100.0,354.0,1109.0,428.0
nd1R15988,nd1S04369,nd1/Spring2003/04369d38.jpg,887.0,734.0,1167.0,697.0,1046.0,863.0,1056.0,1024.0
nd1R15989,nd1S04369,nd1/Spring2003/04369d39.jpg,879.0,739.0,1161.0,699.0,1037.0,868.0,1048.0,1021.0
nd1R15987,nd1S04369,nd1/Spring2003/04369d37.jpg,777.0,305.0,915.0,290.0,855.0,366.0,860.0,443.0
nd1R15986,nd1S04369,nd1/Spring2003/04369d36.jpg,780.0,299.0,924.0,287.0,856.0,355.0,858.0,441.0
nd1R18373,nd1S04369,nd1/Spring2003/04369d43.jpg,1085.0,670.0,1203.0,668.0,1138.0,731.0,1148.0,794.0
nd1R18372,nd1S04369,nd1/Spring2003/04369d42.jpg,1091.0,680.0,1205.0,674.0,1143.0,742.0,1146.0,805.0
nd1R18377,nd1S04369,nd1/Spring2003/04369d47.jpg,610.0,678.0,895.0,650.0,760.0,841.0,772.0,994.0
nd1R18376,nd1S04369,nd1/Spring2003/04369d46.jpg,644.0,683.0,925.0,656.0,802.0,833.0,809.0,994.0
nd1R19949,nd1S04369,nd1/Spring2003/04369d52.jpg,797.0,736.0,1095.0,686.0,949.0,873.0,975.0,1054.0
nd1R19948,nd1S04369,nd1/Spring2003/04369d51.jpg,777.0,735.0,1070.0,693.0,932.0,871.0,960.0,1067.0
nd1R19947,nd1S04369,nd1/Spring2003/04369d50.jpg,892.0,471.0,1001.0,460.0,944.0,519.0,953.0,588.0
nd1R19946,nd1S04369,nd1/Spring2003/04369d49.jpg,877.0,473.0,991.0,458.0,935.0,522.0,936.0,590.0
nd1R20958,nd1S04369,nd1/Spring2003/04369d60.jpg,685.0,664.0,968.0,637.0,842.0,779.0,843.0,967.0
nd1R20959,nd1S04369,nd1/Spring2003/04369d61.jpg,715.0,656.0,1002.0,629.0,872.0,783.0,876.0,966.0
nd1R20954,nd1S04369,nd1/Spring2003/04369d56.jpg,622.0,366.0,758.0,356.0,687.0,423.0,696.0,508.0
nd1R20955,nd1S04369,nd1/Spring2003/04369d57.jpg,668.0,387.0,799.0,379.0,730.0,449.0,738.0,529.0
nd1R22249,nd1S04369,nd1/Spring2003/04369d63.jpg,998.0,347.0,1137.0,344.0,1059.0,409.0,1056.0,505.0
nd1R22251,nd1S04369,nd1/Spring2003/04369d65.jpg,749.0,683.0,1020.0,648.0,902.0,806.0,913.0,981.0
nd1R22252,nd1S04369,nd1/Spring2003/04369d66.jpg,731.0,648.0,1010.0,602.0,890.0,768.0,911.0,948.0
nd1R22250,nd1S04369,nd1/Spring2003/04369d64.jpg,992.0,328.0,1132.0,320.0,1063.0,396.0,1067.0,481.0
nd1R23953,nd1S04369,nd1/Spring2003/04369d75.jpg,674.0,583.0,950.0,553.0,830.0,721.0,838.0,877.0
nd1R23952,nd1S04369,nd1/Spring2003/04369d74.jpg,668.0,578.0,943.0,550.0,828.0,706.0,830.0,879.0
nd1R23949,nd1S04369,nd1/Spring2003/04369d71.jpg,949.0,429.0,1111.0,413.0,1030.0,500.0,1048.0,593.0
nd1R23948,nd1S04369,nd1/Spring2003/04369d70.jpg,937.0,428.0,1099.0,408.0,1013.0,491.0,1026.0,597.0
nd1R25532,nd1S04369,nd1/Spring2003/04369d77.jpg,1073.0,410.0,1221.0,408.0,1135.0,471.0,1136.0,566.0
nd1R25531,nd1S04369,nd1/Spring2003/04369d76.jpg,1091.0,407.0,1234.0,400.0,1158.0,464.0,1153.0,562.0
nd1R25534,nd1S04369,nd1/Spring2003/04369d79.jpg,698.0,744.0,980.0,713.0,857.0,899.0,863.0,1051.0
nd1R25533,nd1S04369,nd1/Spring2003/04369d78.jpg,704.0,707.0,989.0,669.0,854.0,854.0,873.0,1018.0
nd1R27456,nd1S04369,nd1/Spring2003/04369d83.jpg,1091.0,580.0,1238.0,569.0,1163.0,649.0,1170.0,731.0
nd1R27455,nd1S04369,nd1/Spring2003/04369d82.jpg,1086.0,592.0,1224.0,581.0,1151.0,662.0,1157.0,751.0
nd1R27460,nd1S04369,nd1/Spring2003/04369d87.jpg,567.0,815.0,854.0,780.0,713.0,938.0,733.0,1098.0
nd1R27459,nd1S04369,nd1/Spring2003/04369d86.jpg,572.0,846.0,845.0,811.0,719.0,983.0,726.0,1146.0
nd1R28356,nd1S04369,nd1/Spring2003/04369d90.jpg,785.0,744.0,1063.0,713.0,935.0,887.0,946.0,1060.0
nd1R28357,nd1S04369,nd1/Spring2003/04369d91.jpg,739.0,751.0,1017.0,715.0,892.0,902.0,909.0,1059.0
nd1R28355,nd1S04369,nd1/Spring2003/04369d89.jpg,827.0,686.0,982.0,675.0,907.0,762.0,919.0,848.0
nd1R28354,nd1S04369,nd1/Spring2003/04369d88.jpg,849.0,670.0,996.0,657.0,919.0,737.0,928.0,833.0
nd1R29195,nd1S04369,nd1/Spring2003/04369d99.jpg,638.0,580.0,915.0,556.0,781.0,712.0,794.0,889.0
nd1R29190,nd1S04369,nd1/Spring2003/04369d94.jpg,1113.0,265.0,1272.0,250.0,1195.0,331.0,1206.0,438.0
nd1R29191,nd1S04369,nd1/Spring2003/04369d95.jpg,1161.0,250.0,1322.0,246.0,1238.0,313.0,1240.0,424.0
nd1R29194,nd1S04369,nd1/Spring2003/04369d98.jpg,630.0,536.0,911.0,496.0,770.0,658.0,791.0,836.0
nd1R30380,nd1S04369,nd1/Spring2003/04369d103.jpg,667.0,932.0,946.0,902.0,817.0,1086.0,831.0,1239.0
nd1R30377,nd1S04369,nd1/Spring2003/04369d100.jpg,1000.0,745.0,1161.0,739.0,1080.0,836.0,1080.0,929.0
nd1R30379,nd1S04369,nd1/Spring2003/04369d102.jpg,687.0,928.0,965.0,901.0,846.0,1087.0,850.0,1251.0
nd1R30378,nd1S04369,nd1/Spring2003/04369d101.jpg,992.0,760.0,1146.0,744.0,1066.0,853.0,1076.0,943.0
nd1R32199,nd1S04369,nd1/Spring2003/04369d110.jpg,839.0,647.0,1112.0,614.0,985.0,780.0,990.0,932.0
nd1R32200,nd1S04369,nd1/Spring2003/04369d111.jpg,821.0,643.0,1100.0,606.0,976.0,775.0,990.0,927.0
nd1R32196,nd1S04369,nd1/Spring2003/04369d107.jpg,990.0,680.0,1125.0,667.0,1058.0,748.0,1064.0,821.0
nd1R32195,nd1S04369,nd1/Spring2003/04369d106.jpg,1020.0,645.0,1160.0,630.0,1091.0,708.0,1095.0,792.0
nd1R32564,nd1S04369,nd1/Spring2003/04369d115.jpg,612.0,897.0,897.0,857.0,758.0,1011.0,782.0,1187.0
nd1R32562,nd1S04369,nd1/Spring2003/04369d113.jpg,1107.0,1046.0,1259.0,1046.0,1182.0,1123.0,1178.0,1216.0
nd1R32563,nd1S04369,nd1/Spring2003/04369d114.jpg,622.0,896.0,903.0,859.0,760.0,987.0,778.0,1177.0
nd1R32561,nd1S04369,nd1/Spring2003/04369d112.jpg,1117.0,1032.0,1264.0,1032.0,1185.0,1103.0,1185.0,1200.0
