rec_id,sub_id,filename,eye1_x,eye1_y,eye2_x,eye2_y,nose_x,nose_y,mouth_x,mouth_y
nd1R57136,nd1S04378,nd1/Fall2003/04378d158.jpg,686.0,727.0,916.0,721.0,809.0,861.0,806.0,994.0
nd1R57137,nd1S04378,nd1/Fall2003/04378d159.jpg,690.0,741.0,921.0,742.0,807.0,886.0,805.0,1005.0
nd1R58273,nd1S04378,nd1/Fall2003/04378d162.jpg,835.0,676.0,1067.0,677.0,960.0,845.0,960.0,962.0
nd1R58274,nd1S04378,nd1/Fall2003/04378d163.jpg,847.0,649.0,1078.0,647.0,972.0,816.0,969.0,912.0
nd1R58275,nd1S04378,nd1/Fall2003/04378d164.jpg,856.0,668.0,1084.0,664.0,985.0,827.0,982.0,944.0
nd1R58276,nd1S04378,nd1/Fall2003/04378d165.jpg,841.0,671.0,1065.0,663.0,963.0,831.0,966.0,937.0
nd1R59226,nd1S04378,nd1/Fall2003/04378d168.jpg,783.0,507.0,1021.0,523.0,896.0,669.0,889.0,808.0
nd1R59227,nd1S04378,nd1/Fall2003/04378d169.jpg,794.0,504.0,1032.0,517.0,918.0,654.0,910.0,790.0
nd1R59228,nd1S04378,nd1/Fall2003/04378d170.jpg,756.0,805.0,992.0,813.0,879.0,957.0,879.0,1095.0
nd1R59229,nd1S04378,nd1/Fall2003/04378d171.jpg,778.0,829.0,1024.0,837.0,905.0,989.0,899.0,1120.0
nd1R61468,nd1S04378,nd1/Fall2003/04378d175.jpg,805.0,595.0,1047.0,586.0,940.0,753.0,937.0,869.0
nd1R61467,nd1S04378,nd1/Fall2003/04378d174.jpg,818.0,576.0,1056.0,566.0,961.0,727.0,961.0,873.0
nd1R61470,nd1S04378,nd1/Fall2003/04378d177.jpg,802.0,598.0,1042.0,588.0,934.0,753.0,939.0,875.0
nd1R61469,nd1S04378,nd1/Fall2003/04378d176.jpg,802.0,598.0,1044.0,587.0,948.0,754.0,950.0,876.0
nd1R66171,nd1S04378,nd1/Fall2003/04378d183.jpg,674.0,504.0,925.0,509.0,807.0,670.0,795.0,778.0
nd1R66170,nd1S04378,nd1/Fall2003/04378d182.jpg,647.0,517.0,898.0,519.0,784.0,677.0,780.0,821.0
nd1R66169,nd1S04378,nd1/Fall2003/04378d181.jpg,626.0,500.0,879.0,507.0,761.0,654.0,753.0,795.0
nd1R66168,nd1S04378,nd1/Fall2003/04378d180.jpg,610.0,491.0,865.0,492.0,743.0,657.0,741.0,798.0
nd1R78485,nd1S04378,nd1/Spring2004/04378d213.jpg,688.0,709.0,927.0,713.0,815.0,869.0,814.0,1005.0
nd1R78486,nd1S04378,nd1/Spring2004/04378d214.jpg,678.0,716.0,916.0,713.0,811.0,870.0,809.0,992.0
nd1R78488,nd1S04378,nd1/Spring2004/04378d216.jpg,655.0,715.0,896.0,712.0,787.0,871.0,787.0,991.0
nd1R78487,nd1S04378,nd1/Spring2004/04378d215.jpg,698.0,704.0,940.0,700.0,829.0,856.0,830.0,998.0
nd1R82606,nd1S04378,nd1/Spring2004/04378d221.jpg,777.0,1001.0,1014.0,996.0,915.0,1151.0,914.0,1278.0
nd1R82607,nd1S04378,nd1/Spring2004/04378d222.jpg,759.0,1008.0,999.0,1000.0,895.0,1160.0,894.0,1282.0
nd1R82604,nd1S04378,nd1/Spring2004/04378d219.jpg,841.0,977.0,1084.0,969.0,976.0,1139.0,979.0,1269.0
nd1R82605,nd1S04378,nd1/Spring2004/04378d220.jpg,799.0,1017.0,1035.0,1010.0,936.0,1181.0,928.0,1291.0
nd1R53895,nd1S04379,nd1/Fall2003/04379d204.jpg,829.0,918.0,1092.0,928.0,971.0,1075.0,957.0,1214.0
nd1R53896,nd1S04379,nd1/Fall2003/04379d205.jpg,813.0,937.0,1076.0,948.0,947.0,1126.0,929.0,1245.0
nd1R53897,nd1S04379,nd1/Fall2003/04379d206.jpg,796.0,924.0,1052.0,931.0,927.0,1091.0,915.0,1218.0
nd1R53898,nd1S04379,nd1/Fall2003/04379d207.jpg,802.0,928.0,1063.0,936.0,931.0,1085.0,921.0,1217.0
nd1R54976,nd1S04379,nd1/Fall2003/04379d210.jpg,758.0,1275.0,1007.0,1283.0,900.0,1417.0,883.0,1545.0
nd1R54977,nd1S04379,nd1/Fall2003/04379d211.jpg,760.0,944.0,1000.0,954.0,898.0,1071.0,874.0,1211.0
nd1R54978,nd1S04379,nd1/Fall2003/04379d212.jpg,723.0,950.0,963.0,954.0,865.0,1076.0,845.0,1200.0
nd1R54979,nd1S04379,nd1/Fall2003/04379d213.jpg,750.0,955.0,994.0,962.0,882.0,1092.0,869.0,1216.0
nd1R56212,nd1S04379,nd1/Fall2003/04379d216.jpg,680.0,1089.0,934.0,1092.0,824.0,1234.0,812.0,1371.0
nd1R56213,nd1S04379,nd1/Fall2003/04379d217.jpg,664.0,1094.0,920.0,1101.0,801.0,1254.0,787.0,1381.0
nd1R56214,nd1S04379,nd1/Fall2003/04379d218.jpg,673.0,1078.0,925.0,1085.0,803.0,1230.0,797.0,1361.0
nd1R56215,nd1S04379,nd1/Fall2003/04379d219.jpg,688.0,1078.0,941.0,1089.0,819.0,1237.0,807.0,1366.0
nd1R57368,nd1S04379,nd1/Fall2003/04379d222.jpg,669.0,751.0,916.0,756.0,789.0,902.0,783.0,1042.0
nd1R57369,nd1S04379,nd1/Fall2003/04379d223.jpg,644.0,725.0,896.0,736.0,774.0,885.0,757.0,1013.0
nd1R57370,nd1S04379,nd1/Fall2003/04379d224.jpg,621.0,736.0,867.0,748.0,746.0,886.0,738.0,1018.0
nd1R57371,nd1S04379,nd1/Fall2003/04379d225.jpg,576.0,749.0,822.0,759.0,694.0,898.0,685.0,1017.0
nd1R58501,nd1S04379,nd1/Fall2003/04379d228.jpg,614.0,931.0,885.0,936.0,745.0,1087.0,748.0,1221.0
nd1R58502,nd1S04379,nd1/Fall2003/04379d229.jpg,825.0,921.0,1086.0,925.0,965.0,1081.0,946.0,1209.0
nd1R58503,nd1S04379,nd1/Fall2003/04379d230.jpg,811.0,931.0,1064.0,927.0,945.0,1082.0,942.0,1214.0
nd1R58504,nd1S04379,nd1/Fall2003/04379d231.jpg,795.0,931.0,1056.0,936.0,937.0,1094.0,921.0,1224.0
nd1R59997,nd1S04379,nd1/Fall2003/04379d234.jpg,848.0,876.0,1111.0,887.0,972.0,1046.0,973.0,1171.0
nd1R60000,nd1S04379,nd1/Fall2003/04379d237.jpg,854.0,825.0,1114.0,833.0,977.0,987.0,970.0,1114.0
nd1R59998,nd1S04379,nd1/Fall2003/04379d235.jpg,907.0,837.0,1169.0,848.0,1032.0,1005.0,1019.0,1132.0
nd1R59999,nd1S04379,nd1/Fall2003/04379d236.jpg,880.0,811.0,1141.0,818.0,1007.0,962.0,1004.0,1090.0
nd1R61564,nd1S04379,nd1/Fall2003/04379d242.jpg,794.0,680.0,1068.0,684.0,934.0,825.0,926.0,980.0
nd1R61563,nd1S04379,nd1/Fall2003/04379d241.jpg,792.0,693.0,1072.0,697.0,933.0,843.0,925.0,989.0
nd1R61565,nd1S04379,nd1/Fall2003/04379d243.jpg,775.0,694.0,1058.0,696.0,912.0,852.0,907.0,994.0
nd1R61562,nd1S04379,nd1/Fall2003/04379d240.jpg,786.0,696.0,1070.0,705.0,933.0,867.0,925.0,1009.0
nd1R64518,nd1S04379,nd1/Fall2003/04379d253.jpg,889.0,870.0,1171.0,879.0,1011.0,1028.0,1008.0,1167.0
nd1R64520,nd1S04379,nd1/Fall2003/04379d255.jpg,863.0,876.0,1147.0,884.0,996.0,1038.0,988.0,1174.0
nd1R64519,nd1S04379,nd1/Fall2003/04379d254.jpg,878.0,865.0,1157.0,874.0,1008.0,1001.0,1003.0,1150.0
nd1R64517,nd1S04379,nd1/Fall2003/04379d252.jpg,762.0,873.0,1018.0,884.0,894.0,1015.0,882.0,1157.0
nd1R65786,nd1S04379,nd1/Fall2003/04379d259.jpg,756.0,792.0,1039.0,815.0,884.0,975.0,871.0,1108.0
nd1R65788,nd1S04379,nd1/Fall2003/04379d261.jpg,715.0,787.0,1004.0,809.0,839.0,956.0,825.0,1106.0
nd1R65787,nd1S04379,nd1/Fall2003/04379d260.jpg,743.0,786.0,1020.0,818.0,864.0,971.0,847.0,1108.0
nd1R65785,nd1S04379,nd1/Fall2003/04379d258.jpg,785.0,796.0,1066.0,829.0,919.0,993.0,896.0,1124.0
nd1R74706,nd1S04379,nd1/Spring2004/04379d301.jpg,677.0,1061.0,948.0,1068.0,797.0,1228.0,798.0,1356.0
nd1R74705,nd1S04379,nd1/Spring2004/04379d300.jpg,701.0,1066.0,971.0,1077.0,816.0,1239.0,819.0,1371.0
nd1R74703,nd1S04379,nd1/Spring2004/04379d298.jpg,705.0,1069.0,978.0,1077.0,827.0,1249.0,826.0,1379.0
nd1R74704,nd1S04379,nd1/Spring2004/04379d299.jpg,684.0,1060.0,952.0,1066.0,805.0,1234.0,806.0,1358.0
nd1R77325,nd1S04379,nd1/Spring2004/04379d311.jpg,698.0,856.0,971.0,862.0,822.0,1035.0,824.0,1169.0
nd1R77326,nd1S04379,nd1/Spring2004/04379d312.jpg,670.0,865.0,949.0,876.0,787.0,1045.0,790.0,1175.0
nd1R77324,nd1S04379,nd1/Spring2004/04379d310.jpg,721.0,860.0,1000.0,869.0,856.0,1044.0,847.0,1168.0
nd1R77323,nd1S04379,nd1/Spring2004/04379d309.jpg,717.0,854.0,994.0,857.0,859.0,1029.0,857.0,1167.0
nd1R82351,nd1S04379,nd1/Spring2004/04379d318.jpg,989.0,1195.0,1270.0,1200.0,1124.0,1379.0,1119.0,1505.0
nd1R82350,nd1S04379,nd1/Spring2004/04379d317.jpg,890.0,1178.0,1167.0,1187.0,1029.0,1360.0,1022.0,1485.0
nd1R82348,nd1S04379,nd1/Spring2004/04379d315.jpg,1003.0,1164.0,1282.0,1166.0,1149.0,1345.0,1137.0,1473.0
nd1R82349,nd1S04379,nd1/Spring2004/04379d316.jpg,980.0,1214.0,1257.0,1220.0,1117.0,1410.0,1111.0,1521.0
nd1R90211,nd1S04379,nd1/Spring2004/04379d340.jpg,820.0,902.0,1089.0,918.0,939.0,1072.0,933.0,1205.0
nd1R90213,nd1S04379,nd1/Spring2004/04379d342.jpg,823.0,919.0,1095.0,935.0,941.0,1093.0,929.0,1229.0
nd1R90212,nd1S04379,nd1/Spring2004/04379d341.jpg,822.0,904.0,1090.0,918.0,952.0,1077.0,939.0,1207.0
nd1R90210,nd1S04379,nd1/Spring2004/04379d339.jpg,843.0,887.0,1115.0,900.0,968.0,1060.0,963.0,1199.0
nd1R91667,nd1S04379,nd1/Spring2004/04379d348.jpg,750.0,983.0,1014.0,990.0,878.0,1139.0,872.0,1272.0
nd1R91666,nd1S04379,nd1/Spring2004/04379d347.jpg,768.0,978.0,1032.0,986.0,904.0,1144.0,896.0,1274.0
nd1R91665,nd1S04379,nd1/Spring2004/04379d346.jpg,741.0,1003.0,1014.0,1008.0,888.0,1174.0,875.0,1298.0
nd1R91664,nd1S04379,nd1/Spring2004/04379d345.jpg,783.0,977.0,1046.0,983.0,919.0,1135.0,912.0,1271.0
nd1R92028,nd1S04379,nd1/Spring2004/04379d352.jpg,719.0,862.0,977.0,873.0,847.0,1017.0,836.0,1150.0
nd1R92027,nd1S04379,nd1/Spring2004/04379d351.jpg,735.0,881.0,1000.0,888.0,870.0,1039.0,862.0,1176.0
nd1R92029,nd1S04379,nd1/Spring2004/04379d353.jpg,722.0,847.0,983.0,858.0,851.0,999.0,844.0,1137.0
nd1R92030,nd1S04379,nd1/Spring2004/04379d354.jpg,720.0,915.0,987.0,916.0,850.0,1079.0,844.0,1206.0
nd1R53206,nd1S04381,nd1/Fall2003/04381d68.jpg,874.0,639.0,1147.0,609.0,1022.0,726.0,1026.0,880.0
nd1R53207,nd1S04381,nd1/Fall2003/04381d69.jpg,887.0,643.0,1170.0,620.0,1051.0,769.0,1046.0,912.0
nd1R53204,nd1S04381,nd1/Fall2003/04381d66.jpg,970.0,655.0,1248.0,634.0,1124.0,772.0,1122.0,924.0
nd1R53205,nd1S04381,nd1/Fall2003/04381d67.jpg,863.0,645.0,1135.0,620.0,1019.0,760.0,1017.0,909.0
nd1R54367,nd1S04381,nd1/Fall2003/04381d72.jpg,646.0,668.0,910.0,658.0,778.0,763.0,777.0,901.0
nd1R54368,nd1S04381,nd1/Fall2003/04381d73.jpg,665.0,674.0,935.0,677.0,792.0,810.0,785.0,938.0
nd1R54369,nd1S04381,nd1/Fall2003/04381d74.jpg,632.0,683.0,895.0,679.0,759.0,806.0,763.0,943.0
nd1R54370,nd1S04381,nd1/Fall2003/04381d75.jpg,650.0,684.0,914.0,687.0,778.0,831.0,773.0,951.0
nd1R55511,nd1S04381,nd1/Fall2003/04381d79.jpg,768.0,846.0,1048.0,823.0,922.0,974.0,920.0,1114.0
nd1R55512,nd1S04381,nd1/Fall2003/04381d80.jpg,789.0,847.0,1064.0,822.0,932.0,974.0,940.0,1121.0
nd1R55513,nd1S04381,nd1/Fall2003/04381d81.jpg,760.0,869.0,1040.0,845.0,915.0,1002.0,915.0,1138.0
nd1R55510,nd1S04381,nd1/Fall2003/04381d78.jpg,793.0,833.0,1079.0,810.0,944.0,937.0,948.0,1095.0
nd1R60453,nd1S04381,nd1/Fall2003/04381d84.jpg,915.0,590.0,1195.0,577.0,1066.0,705.0,1064.0,858.0
nd1R60456,nd1S04381,nd1/Fall2003/04381d87.jpg,888.0,618.0,1172.0,601.0,1041.0,754.0,1038.0,893.0
nd1R60455,nd1S04381,nd1/Fall2003/04381d86.jpg,883.0,626.0,1168.0,610.0,1036.0,751.0,1037.0,905.0
nd1R60454,nd1S04381,nd1/Fall2003/04381d85.jpg,886.0,605.0,1163.0,589.0,1034.0,741.0,1025.0,875.0
nd1R64002,nd1S04381,nd1/Fall2003/04381d91.jpg,726.0,784.0,1005.0,753.0,860.0,920.0,862.0,1038.0
nd1R64001,nd1S04381,nd1/Fall2003/04381d90.jpg,788.0,766.0,1063.0,743.0,923.0,888.0,936.0,1020.0
nd1R64003,nd1S04381,nd1/Fall2003/04381d92.jpg,740.0,801.0,1022.0,771.0,879.0,917.0,895.0,1065.0
nd1R64004,nd1S04381,nd1/Fall2003/04381d93.jpg,760.0,762.0,1032.0,748.0,907.0,879.0,898.0,1020.0
nd1R60515,nd1S04382,nd1/Fall2003/04382d138.jpg,800.0,880.0,1045.0,869.0,915.0,1002.0,927.0,1151.0
nd1R60514,nd1S04382,nd1/Fall2003/04382d137.jpg,847.0,870.0,1100.0,858.0,966.0,987.0,974.0,1147.0
nd1R60513,nd1S04382,nd1/Fall2003/04382d136.jpg,880.0,866.0,1141.0,861.0,1010.0,985.0,1010.0,1142.0
nd1R60516,nd1S04382,nd1/Fall2003/04382d139.jpg,850.0,877.0,1105.0,863.0,976.0,988.0,980.0,1141.0
nd1R61414,nd1S04382,nd1/Fall2003/04382d143.jpg,831.0,1211.0,1085.0,1196.0,970.0,1338.0,974.0,1465.0
nd1R61416,nd1S04382,nd1/Fall2003/04382d145.jpg,812.0,1228.0,1061.0,1206.0,948.0,1352.0,966.0,1482.0
nd1R61413,nd1S04382,nd1/Fall2003/04382d142.jpg,872.0,1189.0,1119.0,1175.0,1000.0,1294.0,1011.0,1444.0
nd1R61415,nd1S04382,nd1/Fall2003/04382d144.jpg,870.0,1226.0,1119.0,1209.0,1001.0,1313.0,1012.0,1461.0
nd1R63422,nd1S04382,nd1/Fall2003/04382d151.jpg,705.0,1162.0,930.0,1159.0,811.0,1276.0,821.0,1404.0
nd1R63421,nd1S04382,nd1/Fall2003/04382d150.jpg,770.0,1143.0,997.0,1143.0,867.0,1237.0,872.0,1378.0
nd1R63419,nd1S04382,nd1/Fall2003/04382d148.jpg,730.0,1109.0,957.0,1112.0,841.0,1212.0,835.0,1349.0
nd1R63420,nd1S04382,nd1/Fall2003/04382d149.jpg,758.0,1114.0,986.0,1120.0,867.0,1219.0,861.0,1348.0
nd1R63878,nd1S04382,nd1/Fall2003/04382d157.jpg,607.0,876.0,850.0,869.0,729.0,1013.0,736.0,1122.0
nd1R63875,nd1S04382,nd1/Fall2003/04382d154.jpg,647.0,872.0,886.0,866.0,766.0,981.0,773.0,1131.0
nd1R63877,nd1S04382,nd1/Fall2003/04382d156.jpg,641.0,885.0,884.0,874.0,765.0,999.0,770.0,1136.0
nd1R63876,nd1S04382,nd1/Fall2003/04382d155.jpg,624.0,859.0,861.0,851.0,747.0,968.0,757.0,1105.0
nd1R74634,nd1S04382,nd1/Spring2004/04382d181.jpg,939.0,1032.0,1189.0,1025.0,1070.0,1146.0,1078.0,1294.0
nd1R74632,nd1S04382,nd1/Spring2004/04382d179.jpg,894.0,1038.0,1153.0,1030.0,1031.0,1160.0,1040.0,1302.0
nd1R74631,nd1S04382,nd1/Spring2004/04382d178.jpg,877.0,1020.0,1132.0,1018.0,1008.0,1143.0,1015.0,1295.0
nd1R74635,nd1S04382,nd1/Spring2004/04382d182.jpg,892.0,1034.0,1148.0,1016.0,1023.0,1153.0,1043.0,1289.0
nd1R76207,nd1S04382,nd1/Spring2004/04382d185.jpg,979.0,1015.0,1243.0,1014.0,1110.0,1146.0,1117.0,1288.0
nd1R76209,nd1S04382,nd1/Spring2004/04382d187.jpg,873.0,1012.0,1139.0,1005.0,1004.0,1136.0,1021.0,1286.0
nd1R76208,nd1S04382,nd1/Spring2004/04382d186.jpg,937.0,1017.0,1210.0,1013.0,1067.0,1141.0,1076.0,1312.0
nd1R76206,nd1S04382,nd1/Spring2004/04382d184.jpg,1025.0,1026.0,1287.0,1024.0,1151.0,1153.0,1155.0,1318.0
nd1R53674,nd1S04385,nd1/Fall2003/04385d253.jpg,560.0,1099.0,805.0,1089.0,683.0,1256.0,691.0,1366.0
nd1R53675,nd1S04385,nd1/Fall2003/04385d254.jpg,604.0,1100.0,852.0,1094.0,723.0,1256.0,735.0,1371.0
nd1R53676,nd1S04385,nd1/Fall2003/04385d255.jpg,570.0,1098.0,816.0,1087.0,689.0,1246.0,698.0,1364.0
nd1R53677,nd1S04385,nd1/Fall2003/04385d256.jpg,630.0,1107.0,875.0,1101.0,747.0,1250.0,758.0,1362.0
nd1R54712,nd1S04385,nd1/Fall2003/04385d259.jpg,727.0,695.0,973.0,701.0,844.0,843.0,848.0,967.0
nd1R54713,nd1S04385,nd1/Fall2003/04385d260.jpg,704.0,686.0,950.0,691.0,816.0,837.0,820.0,952.0
nd1R54714,nd1S04385,nd1/Fall2003/04385d261.jpg,726.0,694.0,972.0,697.0,838.0,834.0,838.0,960.0
nd1R54715,nd1S04385,nd1/Fall2003/04385d262.jpg,705.0,690.0,952.0,697.0,817.0,833.0,818.0,952.0
nd1R55396,nd1S04385,nd1/Fall2003/04385d265.jpg,538.0,1023.0,800.0,1016.0,681.0,1178.0,679.0,1295.0
nd1R55397,nd1S04385,nd1/Fall2003/04385d266.jpg,528.0,1017.0,786.0,1012.0,663.0,1175.0,665.0,1277.0
nd1R55398,nd1S04385,nd1/Fall2003/04385d267.jpg,485.0,1023.0,741.0,1012.0,623.0,1170.0,622.0,1287.0
nd1R55399,nd1S04385,nd1/Fall2003/04385d268.jpg,479.0,1023.0,731.0,1011.0,609.0,1173.0,622.0,1283.0
nd1R56573,nd1S04385,nd1/Fall2003/04385d272.jpg,678.0,497.0,934.0,489.0,812.0,650.0,811.0,761.0
nd1R56574,nd1S04385,nd1/Fall2003/04385d273.jpg,689.0,496.0,947.0,488.0,823.0,643.0,823.0,766.0
nd1R56575,nd1S04385,nd1/Fall2003/04385d274.jpg,693.0,505.0,948.0,497.0,823.0,652.0,829.0,770.0
nd1R56572,nd1S04385,nd1/Fall2003/04385d271.jpg,678.0,496.0,933.0,483.0,810.0,632.0,818.0,762.0
nd1R58039,nd1S04385,nd1/Fall2003/04385d277.jpg,746.0,847.0,989.0,842.0,862.0,996.0,866.0,1101.0
nd1R58040,nd1S04385,nd1/Fall2003/04385d278.jpg,748.0,843.0,991.0,836.0,858.0,999.0,864.0,1101.0
nd1R58041,nd1S04385,nd1/Fall2003/04385d279.jpg,715.0,841.0,963.0,833.0,834.0,977.0,840.0,1094.0
nd1R58042,nd1S04385,nd1/Fall2003/04385d280.jpg,772.0,850.0,1019.0,843.0,887.0,996.0,895.0,1104.0
nd1R59801,nd1S04385,nd1/Fall2003/04385d285.jpg,700.0,1046.0,959.0,1040.0,825.0,1191.0,835.0,1316.0
nd1R59799,nd1S04385,nd1/Fall2003/04385d283.jpg,719.0,1046.0,981.0,1035.0,842.0,1196.0,856.0,1320.0
nd1R59800,nd1S04385,nd1/Fall2003/04385d284.jpg,721.0,1051.0,979.0,1044.0,839.0,1193.0,840.0,1315.0
nd1R59802,nd1S04385,nd1/Fall2003/04385d286.jpg,686.0,1052.0,947.0,1044.0,807.0,1194.0,820.0,1316.0
nd1R61390,nd1S04385,nd1/Fall2003/04385d290.jpg,537.0,787.0,802.0,782.0,670.0,939.0,675.0,1058.0
nd1R61389,nd1S04385,nd1/Fall2003/04385d289.jpg,551.0,779.0,812.0,773.0,684.0,934.0,691.0,1058.0
nd1R61392,nd1S04385,nd1/Fall2003/04385d292.jpg,551.0,784.0,818.0,779.0,689.0,933.0,691.0,1058.0
nd1R61391,nd1S04385,nd1/Fall2003/04385d291.jpg,542.0,781.0,805.0,775.0,680.0,915.0,682.0,1057.0
nd1R62521,nd1S04385,nd1/Fall2003/04385d296.jpg,573.0,896.0,836.0,887.0,703.0,1034.0,707.0,1155.0
nd1R62523,nd1S04385,nd1/Fall2003/04385d298.jpg,584.0,896.0,855.0,891.0,706.0,1052.0,727.0,1164.0
nd1R62522,nd1S04385,nd1/Fall2003/04385d297.jpg,596.0,895.0,865.0,887.0,731.0,1028.0,738.0,1165.0
nd1R62520,nd1S04385,nd1/Fall2003/04385d295.jpg,601.0,890.0,867.0,881.0,740.0,1032.0,740.0,1162.0
nd1R64453,nd1S04385,nd1/Fall2003/04385d303.jpg,763.0,928.0,1017.0,928.0,890.0,1074.0,891.0,1194.0
nd1R64452,nd1S04385,nd1/Fall2003/04385d302.jpg,716.0,925.0,974.0,922.0,845.0,1080.0,845.0,1191.0
nd1R64451,nd1S04385,nd1/Fall2003/04385d301.jpg,702.0,932.0,957.0,928.0,825.0,1088.0,831.0,1193.0
nd1R64454,nd1S04385,nd1/Fall2003/04385d304.jpg,730.0,924.0,984.0,924.0,848.0,1074.0,850.0,1190.0
nd1R74215,nd1S04385,nd1/Spring2004/04385d344.jpg,483.0,848.0,746.0,837.0,614.0,1003.0,619.0,1119.0
nd1R74214,nd1S04385,nd1/Spring2004/04385d343.jpg,518.0,838.0,776.0,834.0,646.0,1002.0,654.0,1118.0
nd1R74213,nd1S04385,nd1/Spring2004/04385d342.jpg,521.0,846.0,783.0,841.0,651.0,1018.0,657.0,1126.0
nd1R74212,nd1S04385,nd1/Spring2004/04385d341.jpg,514.0,846.0,775.0,843.0,645.0,1014.0,651.0,1129.0
nd1R75500,nd1S04385,nd1/Spring2004/04385d348.jpg,816.0,917.0,1079.0,912.0,936.0,1084.0,949.0,1196.0
nd1R75499,nd1S04385,nd1/Spring2004/04385d347.jpg,856.0,917.0,1127.0,918.0,982.0,1074.0,991.0,1198.0
nd1R75501,nd1S04385,nd1/Spring2004/04385d349.jpg,795.0,910.0,1057.0,902.0,916.0,1070.0,932.0,1189.0
nd1R75502,nd1S04385,nd1/Spring2004/04385d350.jpg,746.0,919.0,1007.0,913.0,869.0,1076.0,879.0,1191.0
nd1R76912,nd1S04385,nd1/Spring2004/04385d355.jpg,663.0,1343.0,924.0,1337.0,795.0,1503.0,806.0,1627.0
nd1R76913,nd1S04385,nd1/Spring2004/04385d356.jpg,640.0,1337.0,906.0,1329.0,773.0,1511.0,782.0,1622.0
nd1R76911,nd1S04385,nd1/Spring2004/04385d354.jpg,665.0,1336.0,929.0,1325.0,799.0,1509.0,809.0,1623.0
nd1R76910,nd1S04385,nd1/Spring2004/04385d353.jpg,668.0,1342.0,928.0,1330.0,804.0,1513.0,816.0,1629.0
nd1R78434,nd1S04385,nd1/Spring2004/04385d362.jpg,523.0,770.0,784.0,763.0,649.0,941.0,662.0,1052.0
nd1R78433,nd1S04385,nd1/Spring2004/04385d361.jpg,557.0,766.0,816.0,762.0,682.0,934.0,697.0,1052.0
nd1R78432,nd1S04385,nd1/Spring2004/04385d360.jpg,547.0,779.0,805.0,770.0,674.0,951.0,689.0,1061.0
nd1R78431,nd1S04385,nd1/Spring2004/04385d359.jpg,583.0,755.0,839.0,748.0,711.0,920.0,724.0,1039.0
nd1R80007,nd1S04385,nd1/Spring2004/04385d368.jpg,749.0,639.0,1011.0,632.0,871.0,807.0,885.0,925.0
nd1R80006,nd1S04385,nd1/Spring2004/04385d367.jpg,764.0,645.0,1030.0,633.0,890.0,810.0,904.0,932.0
nd1R80004,nd1S04385,nd1/Spring2004/04385d365.jpg,800.0,637.0,1073.0,634.0,942.0,818.0,939.0,934.0
nd1R80005,nd1S04385,nd1/Spring2004/04385d366.jpg,770.0,638.0,1036.0,628.0,906.0,803.0,914.0,926.0
nd1R81142,nd1S04385,nd1/Spring2004/04385d374.jpg,670.0,585.0,945.0,583.0,803.0,753.0,810.0,889.0
nd1R81141,nd1S04385,nd1/Spring2004/04385d373.jpg,627.0,592.0,900.0,582.0,759.0,756.0,773.0,888.0
nd1R81140,nd1S04385,nd1/Spring2004/04385d372.jpg,639.0,591.0,918.0,581.0,777.0,758.0,785.0,892.0
nd1R81139,nd1S04385,nd1/Spring2004/04385d371.jpg,667.0,585.0,942.0,577.0,808.0,758.0,816.0,888.0
nd1R82868,nd1S04385,nd1/Spring2004/04385d378.jpg,638.0,992.0,900.0,980.0,780.0,1167.0,785.0,1273.0
nd1R82867,nd1S04385,nd1/Spring2004/04385d377.jpg,659.0,992.0,925.0,980.0,799.0,1169.0,806.0,1279.0
nd1R82870,nd1S04385,nd1/Spring2004/04385d380.jpg,593.0,995.0,856.0,987.0,731.0,1167.0,732.0,1277.0
nd1R82869,nd1S04385,nd1/Spring2004/04385d379.jpg,642.0,991.0,905.0,982.0,777.0,1158.0,783.0,1272.0
nd1R85054,nd1S04385,nd1/Spring2004/04385d391.jpg,670.0,885.0,941.0,886.0,806.0,1057.0,810.0,1182.0
nd1R85055,nd1S04385,nd1/Spring2004/04385d392.jpg,689.0,888.0,960.0,895.0,820.0,1073.0,821.0,1186.0
nd1R85053,nd1S04385,nd1/Spring2004/04385d390.jpg,718.0,883.0,996.0,887.0,855.0,1071.0,859.0,1188.0
nd1R85052,nd1S04385,nd1/Spring2004/04385d389.jpg,754.0,886.0,1024.0,883.0,887.0,1061.0,891.0,1183.0
nd1R89995,nd1S04385,nd1/Spring2004/04385d414.jpg,729.0,1080.0,997.0,1079.0,858.0,1263.0,853.0,1368.0
nd1R89994,nd1S04385,nd1/Spring2004/04385d413.jpg,761.0,1077.0,1027.0,1076.0,886.0,1260.0,889.0,1381.0
nd1R89996,nd1S04385,nd1/Spring2004/04385d415.jpg,742.0,1082.0,1008.0,1084.0,865.0,1270.0,870.0,1385.0
nd1R89997,nd1S04385,nd1/Spring2004/04385d416.jpg,707.0,1084.0,977.0,1086.0,840.0,1266.0,833.0,1371.0
nd1R90875,nd1S04385,nd1/Spring2004/04385d420.jpg,601.0,978.0,873.0,977.0,732.0,1161.0,740.0,1284.0
nd1R90876,nd1S04385,nd1/Spring2004/04385d421.jpg,603.0,983.0,876.0,983.0,730.0,1168.0,737.0,1293.0
nd1R90874,nd1S04385,nd1/Spring2004/04385d419.jpg,581.0,956.0,854.0,949.0,713.0,1129.0,723.0,1253.0
nd1R90877,nd1S04385,nd1/Spring2004/04385d422.jpg,599.0,973.0,870.0,973.0,719.0,1157.0,730.0,1278.0
